codice_istat,denominazione,codice_catastale,regione,provincia,sigla_provincia,superficie_km2,popolazione_residente,popolazione_legale,zona_altimetrica,altitudine,comune_litoraneo,comune_isolano
066047,Goriano Sicoli,E096,Abruzzo,L'Aquila,AQ,20.2377,512,510,1,715,0,0
066048,Introdacqua,E307,Abruzzo,L'Aquila,AQ,37.1068,1932,1973,1,638,0,0
066049,L'Aquila,A345,Abruzzo,L'Aquila,AQ,473.9067,70425,69210,1,722,0,0
066050,Lecce nei Marsi,E505,Abruzzo,L'Aquila,AQ,66.4693,1503,1543,1,740,0,0
066051,Luco dei Marsi,E723,Abruzzo,L'Aquila,AQ,44.8647,5884,5996,1,664,0,0
066052,Lucoli,E724,Abruzzo,L'Aquila,AQ,103.442,833,872,1,957,0,0
066053,Magliano de' Marsi,E811,Abruzzo,L'Aquila,AQ,70.9177,3451,3525,1,728,0,0
066054,Massa d'Albe,F022,Abruzzo,L'Aquila,AQ,68.5332,1340,1365,1,870,0,0
066055,Molina Aterno,M255,Abruzzo,L'Aquila,AQ,12.2078,334,354,1,482,0,0
066056,Montereale,F595,Abruzzo,L'Aquila,AQ,104.4085,2178,2200,1,939,0,0
066057,Morino,F732,Abruzzo,L'Aquila,AQ,51.27,1278,1316,1,439,0,0
066058,Navelli,F852,Abruzzo,L'Aquila,AQ,42.0036,567,499,1,690,0,0
066059,Ocre,F996,Abruzzo,L'Aquila,AQ,23.6037,1084,1099,1,859,0,0
066060,Ofena,G002,Abruzzo,L'Aquila,AQ,36.8978,440,428,1,577,0,0
066061,Opi,G079,Abruzzo,L'Aquila,AQ,49.9041,371,374,1,1224,0,0
066062,Oricola,G102,Abruzzo,L'Aquila,AQ,18.3563,1282,1251,1,813,0,0
066063,Ortona dei Marsi,G142,Abruzzo,L'Aquila,AQ,57.166,379,434,1,987,0,0
066064,Ortucchio,G145,Abruzzo,L'Aquila,AQ,38.9991,1718,1774,1,675,0,0
066065,Ovindoli,G200,Abruzzo,L'Aquila,AQ,61.3767,1168,1158,1,1369,0,0
066066,Pacentro,G210,Abruzzo,L'Aquila,AQ,72.5874,1058,1105,1,691,0,0
066067,Pereto,G449,Abruzzo,L'Aquila,AQ,41.1547,638,638,1,798,0,0
066068,Pescasseroli,G484,Abruzzo,L'Aquila,AQ,91.1585,2030,2076,1,1155,0,0
066069,Pescina,G492,Abruzzo,L'Aquila,AQ,48.7943,3648,3762,1,727,0,0
066070,Pescocostanzo,G493,Abruzzo,L'Aquila,AQ,55.0623,1085,1091,1,1372,0,0
066071,Pettorano sul Gizio,G524,Abruzzo,L'Aquila,AQ,62.8485,1259,1324,1,633,0,0
066072,Pizzoli,G726,Abruzzo,L'Aquila,AQ,56.4355,4217,4298,1,743,0,0
066073,Poggio Picenze,G766,Abruzzo,L'Aquila,AQ,11.4578,1023,1036,1,742,0,0
066074,Prata d'Ansidonia,G992,Abruzzo,L'Aquila,AQ,19.6543,428,453,1,821,0,0
066075,Pratola Peligna,H007,Abruzzo,L'Aquila,AQ,28.6736,6936,7132,1,307,0,0
066076,Prezza,H056,Abruzzo,L'Aquila,AQ,21.5962,823,886,1,579,0,0
066077,Raiano,H166,Abruzzo,L'Aquila,AQ,28.9925,2621,2631,1,386,0,0
066078,Rivisondoli,H353,Abruzzo,L'Aquila,AQ,32.0009,659,674,1,1322,0,0
066079,Roccacasale,H389,Abruzzo,L'Aquila,AQ,17.3069,576,598,1,428,0,0
066080,Rocca di Botte,H399,Abruzzo,L'Aquila,AQ,31.1068,865,856,1,761,0,0
066081,Rocca di Cambio,H400,Abruzzo,L'Aquila,AQ,27.6186,523,490,1,1390,0,0
066082,Rocca di Mezzo,H402,Abruzzo,L'Aquila,AQ,90.5451,1332,1348,1,1281,0,0
066083,Rocca Pia,H429,Abruzzo,L'Aquila,AQ,44.9609,169,178,1,1047,0,0
066084,Roccaraso,H434,Abruzzo,L'Aquila,AQ,49.91,1492,1507,1,1250,0,0
066085,San Benedetto dei Marsi,H772,Abruzzo,L'Aquila,AQ,16.7609,3687,3746,1,681,0,0
066086,San Benedetto in Perillis,H773,Abruzzo,L'Aquila,AQ,19.0984,100,98,1,842,0,0
066087,San Demetrio ne' Vestini,H819,Abruzzo,L'Aquila,AQ,16.4918,1981,1902,1,659,0,0
066088,San Pio delle Camere,I121,Abruzzo,L'Aquila,AQ,17.2122,658,666,1,783,0,0
066089,Sante Marie,I326,Abruzzo,L'Aquila,AQ,40.8131,1059,1099,1,847,0,0
066090,Sant'Eusanio Forconese,I336,Abruzzo,L'Aquila,AQ,7.9441,362,359,1,592,0,0
066091,Santo Stefano di Sessanio,I360,Abruzzo,L'Aquila,AQ,33.6988,105,115,1,1229,0,0
066092,San Vincenzo Valle Roveto,I389,Abruzzo,L'Aquila,AQ,46.0391,2056,2115,1,380,0,0
066093,Scanno,I501,Abruzzo,L'Aquila,AQ,134.6767,1681,1723,1,1010,0,0
066094,Scontrone,I543,Abruzzo,L'Aquila,AQ,21.3541,537,555,1,1030,0,0
066095,Scoppito,I546,Abruzzo,L'Aquila,AQ,53.0036,3826,3762,1,762,0,0
066096,Scurcola Marsicana,I553,Abruzzo,L'Aquila,AQ,30.3822,2686,2698,1,701,0,0
066097,Secinaro,I558,Abruzzo,L'Aquila,AQ,33.3409,299,321,1,789,0,0
066098,Sulmona,I804,Abruzzo,L'Aquila,AQ,57.9277,21759,22438,1,411,0,0
066099,Tagliacozzo,L025,Abruzzo,L'Aquila,AQ,87.4574,6416,6449,1,738,0,0
066100,Tione degli Abruzzi,L173,Abruzzo,L'Aquila,AQ,39.6548,253,267,1,574,0,0
066101,Tornimparte,L227,Abruzzo,L'Aquila,AQ,65.9606,2721,2847,1,879,0,0
066102,Trasacco,L334,Abruzzo,L'Aquila,AQ,51.443,5784,5897,1,693,0,0
066103,Villalago,L958,Abruzzo,L'Aquila,AQ,33.1994,488,520,1,933,0,0
066104,Villa Santa Lucia degli Abruzzi,M021,Abruzzo,L'Aquila,AQ,26.9897,83,91,1,879,0,0
066105,Villa Sant'Angelo,M023,Abruzzo,L'Aquila,AQ,5.2153,503,485,1,586,0,0
066106,Villavallelonga,M031,Abruzzo,L'Aquila,AQ,73.733,826,836,1,992,0,0
066107,Villetta Barrea,M041,Abruzzo,L'Aquila,AQ,20.5246,596,589,1,993,0,0
066108,Vittorito,M090,Abruzzo,L'Aquila,AQ,14.1944,808,822,1,376,0,0
067001,Alba Adriatica,A125,Abruzzo,Teramo,TE,9.5364,13275,12741,4,7,1,0
067002,Ancarano,A270,Abruzzo,Teramo,TE,13.9192,1862,1811,3,282,0,0
067003,Arsita,A445,Abruzzo,Teramo,TE,34.136,729,756,1,475,0,0
067004,Atri,A488,Abruzzo,Teramo,TE,92.1814,9846,10064,4,459,0,0
067005,Basciano,A692,Abruzzo,Teramo,TE,18.8534,2319,2349,3,378,0,0
067006,Bellante,A746,Abruzzo,Teramo,TE,50.0441,6854,6846,4,349,0,0
067007,Bisenti,A885,Abruzzo,Teramo,TE,30.8746,1645,1696,3,277,0,0
067008,Campli,B515,Abruzzo,Teramo,TE,73.4239,6566,6630,3,403,0,0
067009,Canzano,B640,Abruzzo,Teramo,TE,16.7371,1764,1794,3,466,0,0
067010,Castel Castagna,C040,Abruzzo,Teramo,TE,18.159,406,451,3,450,0,0
067011,Castellalto,C128,Abruzzo,Teramo,TE,34.1757,7231,7338,4,462,0,0
067012,Castelli,C169,Abruzzo,Teramo,TE,49.6808,933,997,1,491,0,0
067013,Castiglione Messer Raimondo,C316,Abruzzo,Teramo,TE,30.685,1991,2052,3,303,0,0
067014,Castilenti,C322,Abruzzo,Teramo,TE,23.7941,1292,1373,3,268,0,0
067015,Cellino Attanasio,C449,Abruzzo,Teramo,TE,43.9395,2188,2274,3,427,0,0
067016,Cermignano,C517,Abruzzo,Teramo,TE,26.3628,1417,1459,3,543,0,0
067017,Civitella del Tronto,C781,Abruzzo,Teramo,TE,77.7369,4539,4601,3,582,0,0
067018,Colledara,C311,Abruzzo,Teramo,TE,18.013,2068,2097,1,421,0,0
067019,Colonnella,C901,Abruzzo,Teramo,TE,21.633,3710,3627,4,277,0,0
067020,Controguerra,C972,Abruzzo,Teramo,TE,22.8144,2202,2236,4,257,0,0
067021,Corropoli,D043,Abruzzo,Teramo,TE,22.1135,5112,5108,4,133,0,0
067022,Cortino,D076,Abruzzo,Teramo,TE,62.9439,562,601,1,711,0,0
067023,Crognaleto,D179,Abruzzo,Teramo,TE,124.3021,1047,1119,1,833,0,0
067024,Fano Adriano,D489,Abruzzo,Teramo,TE,35.7723,255,257,1,744,0,0
067025,Giulianova,E058,Abruzzo,Teramo,TE,28.0793,23584,23442,4,68,1,0
067026,Isola del Gran Sasso d'Italia,E343,Abruzzo,Teramo,TE,84.0449,4438,4472,1,407,0,0
067027,Montefino,F500,Abruzzo,Teramo,TE,18.5937,919,967,3,377,0,0
067028,Montorio al Vomano,F690,Abruzzo,Teramo,TE,53.5649,7381,7528,1,263,0,0
067029,Morro d'Oro,F747,Abruzzo,Teramo,TE,28.7269,3556,3560,4,218,0,0
067030,Mosciano Sant'Angelo,F764,Abruzzo,Teramo,TE,48.4474,9245,9088,4,218,0,0
067031,Nereto,F870,Abruzzo,Teramo,TE,7.0112,5405,5274,4,160,0,0
067032,Notaresco,F942,Abruzzo,Teramo,TE,38.1502,6349,6387,4,257,0,0
067033,Penna Sant'Andrea,G437,Abruzzo,Teramo,TE,11.0982,1635,1635,3,404,0,0
067034,Pietracamela,G608,Abruzzo,Teramo,TE,44.4851,199,222,1,1027,0,0
067035,Pineto,F831,Abruzzo,Teramo,TE,38.1126,14803,14538,4,5,1,0
067036,Rocca Santa Maria,H440,Abruzzo,Teramo,TE,61.7982,449,477,1,1071,0,0
067037,Roseto degli Abruzzi,F585,Abruzzo,Teramo,TE,53.2598,25882,25473,4,5,1,0
067038,Sant'Egidio alla Vibrata,I318,Abruzzo,Teramo,TE,18.3617,9876,9804,3,241,0,0
067039,Sant'Omero,I348,Abruzzo,Teramo,TE,34.2025,5151,5112,4,212,0,0
067040,Silvi,I741,Abruzzo,Teramo,TE,20.5962,15482,15388,4,4,1,0
067041,Teramo,L103,Abruzzo,Teramo,TE,152.8387,51600,51849,3,274,0,0
067042,Torano Nuovo,L207,Abruzzo,Teramo,TE,10.2172,1448,1490,4,233,0,0
067043,Torricella Sicura,L295,Abruzzo,Teramo,TE,54.3802,2399,2460,1,431,0,0
067044,Tortoreto,L307,Abruzzo,Teramo,TE,23.0202,12029,11846,4,237,1,0
067045,Tossicia,L314,Abruzzo,Teramo,TE,27.1359,1194,1258,1,425,0,0
067046,Valle Castellana,L597,Abruzzo,Teramo,TE,131.7532,834,880,1,639,0,0
067047,Martinsicuro,E989,Abruzzo,Teramo,TE,14.6267,16378,16219,4,6,1,0
068001,Abbateggio,A008,Abruzzo,Pescara,PE,15.4014,360,363,3,434,0,0
068002,Alanno,A120,Abruzzo,Pescara,PE,32.5275,3332,3390,3,304,0,0
068003,Bolognano,A945,Abruzzo,Pescara,PE,16.9583,996,1024,3,309,0,0
068004,Brittoli,B193,Abruzzo,Pescara,PE,15.9862,241,266,1,762,0,0
068005,Bussi sul Tirino,B294,Abruzzo,Pescara,PE,25.9117,2236,2296,1,307,0,0
068006,Cappelle sul Tavo,B681,Abruzzo,Pescara,PE,5.4127,4075,4017,4,119,0,0
068007,Caramanico Terme,B722,Abruzzo,Pescara,PE,84.9893,1727,1796,1,602,0,0
068008,Carpineto della Nora,B827,Abruzzo,Pescara,PE,24.0818,511,556,1,533,0,0
068009,Castiglione a Casauria,C308,Abruzzo,Pescara,PE,16.5744,714,734,3,353,0,0
068010,Catignano,C354,Abruzzo,Pescara,PE,17.0254,1244,1236,3,359,0,0
068011,Cepagatti,C474,Abruzzo,Pescara,PE,30.8177,10989,10960,4,146,0,0
068012,Città Sant'Angelo,C750,Abruzzo,Pescara,PE,61.9994,14902,14799,4,320,1,0
068013,Civitaquana,C771,Abruzzo,Pescara,PE,21.8798,1136,1169,3,581,0,0
068014,Civitella Casanova,C779,Abruzzo,Pescara,PE,31.096,1556,1605,1,401,0,0
068015,Collecorvino,C853,Abruzzo,Pescara,PE,31.9847,6013,5961,4,255,0,0
068016,Corvara,D078,Abruzzo,Pescara,PE,13.7324,199,206,1,499,0,0
068017,Cugnoli,D201,Abruzzo,Pescara,PE,15.9615,1342,1350,3,333,0,0
068018,Elice,D394,Abruzzo,Pescara,PE,14.3097,1630,1639,4,255,0,0
068019,Farindola,D501,Abruzzo,Pescara,PE,45.472,1291,1357,1,540,0,0
068020,Lettomanoppello,E558,Abruzzo,Pescara,PE,15.0704,2636,2713,3,362,0,0
068021,Loreto Aprutino,E691,Abruzzo,Pescara,PE,59.4993,7041,7156,3,262,0,0
068022,Manoppello,E892,Abruzzo,Pescara,PE,39.2626,6753,6771,3,229,0,0
068023,Montebello di Bertona,F441,Abruzzo,Pescara,PE,21.5012,821,883,1,597,0,0
068024,Montesilvano,F646,Abruzzo,Pescara,PE,23.6647,53602,53402,4,7,1,0
068025,Moscufo,F765,Abruzzo,Pescara,PE,20.2565,3145,3092,4,255,0,0
068026,Nocciano,F908,Abruzzo,Pescara,PE,13.7621,1699,1725,3,307,0,0
068027,Penne,G438,Abruzzo,Pescara,PE,91.1943,11005,11368,3,418,0,0
068028,Pescara,G482,Abruzzo,Pescara,PE,34.4163,118313,118992,4,11,1,0
068029,Pescosansonesco,G499,Abruzzo,Pescara,PE,18.3464,438,471,1,539,0,0
068030,Pianella,G555,Abruzzo,Pescara,PE,47.0484,8540,8524,4,239,0,0
068031,Picciano,G589,Abruzzo,Pescara,PE,7.558,1286,1287,3,158,0,0
068032,Pietranico,G621,Abruzzo,Pescara,PE,14.771,422,435,3,578,0,0
068033,Popoli Terme,G878,Abruzzo,Pescara,PE,35.0394,4620,4757,1,248,0,0
068034,Roccamorice,H425,Abruzzo,Pescara,PE,25.0563,851,894,1,526,0,0
068035,Rosciano,H562,Abruzzo,Pescara,PE,27.7943,4102,4038,3,231,0,0
068036,Salle,H715,Abruzzo,Pescara,PE,21.8033,262,270,1,471,0,0
068037,Sant'Eufemia a Maiella,I332,Abruzzo,Pescara,PE,40.4183,244,265,1,882,0,0
068038,San Valentino in Abruzzo Citeriore,I376,Abruzzo,Pescara,PE,16.3972,1803,1858,3,450,0,0
068039,Scafa,I482,Abruzzo,Pescara,PE,10.3407,3429,3508,3,101,0,0
068040,Serramonacesca,I649,Abruzzo,Pescara,PE,23.8863,510,531,3,296,0,0
068041,Spoltore,I922,Abruzzo,Pescara,PE,37.0138,18967,18935,4,176,0,0
068042,Tocco da Casauria,L186,Abruzzo,Pescara,PE,29.6677,2346,2422,1,327,0,0
068043,Torre de' Passeri,L263,Abruzzo,Pescara,PE,5.9177,2842,2883,3,170,0,0
068044,Turrivalignani,L475,Abruzzo,Pescara,PE,6.1122,800,790,3,307,0,0
068045,Vicoli,L846,Abruzzo,Pescara,PE,9.3297,370,381,3,444,0,0
068046,Villa Celiera,L922,Abruzzo,Pescara,PE,13.1817,535,556,1,698,0,0
069001,Altino,A235,Abruzzo,Chieti,CH,15.3301,2997,3075,3,321,0,0
069002,Archi,A367,Abruzzo,Chieti,CH,28.5442,1922,2032,3,462,0,0
069003,Ari,A398,Abruzzo,Chieti,CH,11.3916,1062,1068,4,293,0,0
069004,Arielli,A402,Abruzzo,Chieti,CH,11.7152,1039,1081,4,284,0,0
069005,Atessa,A485,Abruzzo,Chieti,CH,110.9762,10264,10441,4,445,0,0
069006,Bomba,A956,Abruzzo,Chieti,CH,17.2605,697,727,3,429,0,0
069007,Borrello,B057,Abruzzo,Chieti,CH,14.5091,341,306,1,799,0,0
069008,Bucchianico,B238,Abruzzo,Chieti,CH,38.0774,4913,4980,4,365,0,0
069009,Montebello sul Sangro,B268,Abruzzo,Chieti,CH,5.3819,81,74,1,747,0,0
069010,Canosa Sannita,B620,Abruzzo,Chieti,CH,13.9124,1220,1288,4,235,0,0
069011,Carpineto Sinello,B826,Abruzzo,Chieti,CH,29.8539,500,530,3,357,0,0
069012,Carunchio,B853,Abruzzo,Chieti,CH,32.5676,536,579,1,608,0,0
069013,Casacanditella,B859,Abruzzo,Chieti,CH,12.5381,1171,1170,3,431,0,0
069014,Casalanguida,B861,Abruzzo,Chieti,CH,13.6687,809,837,4,457,0,0
069015,Casalbordino,B865,Abruzzo,Chieti,CH,46.0034,5661,5830,4,206,1,0
069016,Casalincontrada,B896,Abruzzo,Chieti,CH,16.0004,2971,3011,4,330,0,0
069017,Casoli,B985,Abruzzo,Chieti,CH,67.0349,5092,5230,3,334,0,0
069018,Castel Frentano,C114,Abruzzo,Chieti,CH,21.8862,4198,4262,4,381,0,0
069019,Castelguidone,C123,Abruzzo,Chieti,CH,15.0721,279,304,1,765,0,0
069020,Castiglione Messer Marino,C298,Abruzzo,Chieti,CH,47.9829,1447,1545,1,1009,0,0
069021,Celenza sul Trigno,C428,Abruzzo,Chieti,CH,22.6763,768,802,3,635,0,0
069022,Chieti,C632,Abruzzo,Chieti,CH,59.567,48403,48666,4,342,0,0
069023,Civitaluparella,C768,Abruzzo,Chieti,CH,22.4613,279,292,1,894,0,0
069024,Civitella Messer Raimondo,C776,Abruzzo,Chieti,CH,12.7214,758,790,3,609,0,0
069025,Colledimacine,C855,Abruzzo,Chieti,CH,11.2953,150,161,1,778,0,0
069026,Colledimezzo,C856,Abruzzo,Chieti,CH,11.0465,419,439,3,447,0,0
069027,Crecchio,D137,Abruzzo,Chieti,CH,19.2341,2601,2628,4,207,0,0
069028,Cupello,D209,Abruzzo,Chieti,CH,48.3922,4883,4748,4,279,0,0
069029,Dogliola,D315,Abruzzo,Chieti,CH,11.8476,312,311,3,446,0,0
069030,Fara Filiorum Petri,D494,Abruzzo,Chieti,CH,14.9623,1977,1971,3,230,0,0
069031,Fara San Martino,D495,Abruzzo,Chieti,CH,44.692,1261,1294,1,449,0,0
069032,Filetto,D592,Abruzzo,Chieti,CH,13.5327,816,878,3,412,0,0
069033,Fossacesia,D738,Abruzzo,Chieti,CH,30.1196,6298,6244,4,148,1,0
069034,Fraine,D757,Abruzzo,Chieti,CH,16.0895,246,274,1,718,0,0
069035,Francavilla al Mare,D763,Abruzzo,Chieti,CH,23.1305,25568,25723,4,32,1,0
069036,Fresagrandinaria,D796,Abruzzo,Chieti,CH,25.1486,917,899,4,390,0,0
069037,Frisa,D803,Abruzzo,Chieti,CH,11.4882,1636,1626,4,237,0,0
069038,Furci,D823,Abruzzo,Chieti,CH,25.9897,787,820,4,549,0,0
069039,Gamberale,D898,Abruzzo,Chieti,CH,15.5604,266,281,1,1324,0,0
069040,Gessopalena,D996,Abruzzo,Chieti,CH,31.4701,1150,1234,3,655,0,0
069041,Gissi,E052,Abruzzo,Chieti,CH,36.6462,2437,2517,4,491,0,0
069042,Giuliano Teatino,E056,Abruzzo,Chieti,CH,9.8874,1116,1135,4,270,0,0
069043,Guardiagrele,E243,Abruzzo,Chieti,CH,56.5006,8250,8548,3,571,0,0
069044,Guilmi,E266,Abruzzo,Chieti,CH,12.5631,441,404,3,666,0,0
069045,Lama dei Peligni,E424,Abruzzo,Chieti,CH,31.371,1021,1087,1,656,0,0
069046,Lanciano,E435,Abruzzo,Chieti,CH,66.9603,33917,34201,4,274,0,0
069047,Lentella,E531,Abruzzo,Chieti,CH,12.6164,642,649,4,388,0,0
069048,Lettopalena,E559,Abruzzo,Chieti,CH,21.1285,307,320,1,676,0,0
069049,Liscia,E611,Abruzzo,Chieti,CH,8.1795,640,648,3,739,0,0
069050,Miglianico,F196,Abruzzo,Chieti,CH,22.7343,4595,4640,4,136,0,0
069051,Montazzoli,F433,Abruzzo,Chieti,CH,39.4634,794,859,1,852,0,0
069052,Monteferrante,F498,Abruzzo,Chieti,CH,15.2862,103,111,1,783,0,0
069053,Montelapiano,F535,Abruzzo,Chieti,CH,8.268,67,77,1,718,0,0
069054,Montenerodomo,F578,Abruzzo,Chieti,CH,29.9986,575,604,1,1155,0,0
069055,Monteodorisio,F582,Abruzzo,Chieti,CH,25.2122,2333,2348,4,305,0,0
069056,Mozzagrogna,F785,Abruzzo,Chieti,CH,14.1033,2439,2426,4,223,0,0
069057,Orsogna,G128,Abruzzo,Chieti,CH,25.446,3602,3653,4,433,0,0
069058,Ortona,G141,Abruzzo,Chieti,CH,70.9714,21984,22305,4,66,1,0
069059,Paglieta,G237,Abruzzo,Chieti,CH,33.7798,4149,4154,4,229,0,0
069060,Palena,G271,Abruzzo,Chieti,CH,93.6299,1203,1251,1,774,0,0
069061,Palmoli,G290,Abruzzo,Chieti,CH,32.776,841,804,3,717,0,0
069062,Palombaro,G294,Abruzzo,Chieti,CH,17.193,943,961,3,530,0,0
069063,Pennadomo,G434,Abruzzo,Chieti,CH,11.02,204,218,1,447,0,0
069064,Pennapiedimonte,G435,Abruzzo,Chieti,CH,47.0312,384,425,1,682,0,0
069065,Perano,G441,Abruzzo,Chieti,CH,6.4826,1471,1518,3,245,0,0
069066,Pizzoferrato,G724,Abruzzo,Chieti,CH,30.9207,955,978,1,1190,0,0
069067,Poggiofiorito,G760,Abruzzo,Chieti,CH,9.9487,772,827,4,292,0,0
069068,Pollutri,G799,Abruzzo,Chieti,CH,26.168,2046,2057,4,183,0,0
069069,Pretoro,H052,Abruzzo,Chieti,CH,26.1232,865,865,3,539,0,0
069070,Quadri,H098,Abruzzo,Chieti,CH,7.4453,682,717,1,606,0,0
069071,Rapino,H184,Abruzzo,Chieti,CH,20.3124,1151,1202,3,409,0,0
069072,Ripa Teatina,H320,Abruzzo,Chieti,CH,20.1629,3876,3981,4,214,0,0
069073,Roccamontepiano,H424,Abruzzo,Chieti,CH,18.2116,1546,1572,3,460,0,0
069074,Rocca San Giovanni,H439,Abruzzo,Chieti,CH,21.6962,2302,2281,4,157,1,0
069075,Roccascalegna,H442,Abruzzo,Chieti,CH,23.006,1027,1057,3,418,0,0
069076,Roccaspinalveti,H448,Abruzzo,Chieti,CH,33.0066,1137,1195,1,725,0,0
069077,Roio del Sangro,H495,Abruzzo,Chieti,CH,11.8107,100,98,1,856,0,0
069078,Rosello,H566,Abruzzo,Chieti,CH,19.2305,168,186,1,924,0,0
069079,San Buono,H784,Abruzzo,Chieti,CH,25.2693,851,869,3,455,0,0
069080,San Giovanni Lipioni,H923,Abruzzo,Chieti,CH,8.6722,136,139,3,559,0,0
069081,San Giovanni Teatino,D690,Abruzzo,Chieti,CH,17.7311,14577,14258,4,16,0,0
069082,San Martino sulla Marrucina,H991,Abruzzo,Chieti,CH,7.408,857,832,3,440,0,0
069083,San Salvo,I148,Abruzzo,Chieti,CH,19.6889,19890,19555,4,100,1,0
069084,Santa Maria Imbaro,I244,Abruzzo,Chieti,CH,5.7078,2002,2020,4,228,0,0
069085,Sant'Eusanio del Sangro,I335,Abruzzo,Chieti,CH,23.8274,2250,2279,3,206,0,0
069086,San Vito Chietino,I394,Abruzzo,Chieti,CH,16.9959,5142,5175,4,117,1,0
069087,Scerni,I520,Abruzzo,Chieti,CH,41.2545,2936,3020,4,279,0,0
069088,Schiavi di Abruzzo,I526,Abruzzo,Chieti,CH,45.5688,622,679,1,1172,0,0
069089,Taranta Peligna,L047,Abruzzo,Chieti,CH,21.8984,297,329,1,491,0,0
069090,Tollo,L194,Abruzzo,Chieti,CH,14.9591,3860,3928,4,160,0,0
069091,Torino di Sangro,L218,Abruzzo,Chieti,CH,32.1052,2922,2945,4,154,1,0
069092,Tornareccio,L224,Abruzzo,Chieti,CH,27.5279,1631,1663,3,635,0,0
069093,Torrebruna,L253,Abruzzo,Chieti,CH,23.2887,651,717,1,843,0,0
069094,Torrevecchia Teatina,L284,Abruzzo,Chieti,CH,14.6762,4214,4206,4,228,0,0
069095,Torricella Peligna,L291,Abruzzo,Chieti,CH,36.1143,1122,1152,1,908,0,0
069096,Treglio,L363,Abruzzo,Chieti,CH,4.8588,1714,1730,4,183,0,0
069097,Tufillo,L459,Abruzzo,Chieti,CH,21.4377,327,357,3,551,0,0
069098,Vacri,L526,Abruzzo,Chieti,CH,12.2726,1485,1526,4,289,0,0
069099,Vasto,E372,Abruzzo,Chieti,CH,71.3679,40861,40565,4,143,1,0
069100,Villalfonsina,L961,Abruzzo,Chieti,CH,9.1284,869,897,4,205,0,0
069101,Villamagna,L964,Abruzzo,Chieti,CH,12.7324,2145,2172,4,267,0,0
069102,Villa Santa Maria,M022,Abruzzo,Chieti,CH,16.2299,1099,1120,1,334,0,0
069103,Pietraferrazzana,G613,Abruzzo,Chieti,CH,4.3671,128,130,3,339,0,0
069104,Fallo,D480,Abruzzo,Chieti,CH,6.0991,119,124,1,571,0,0
070001,Acquaviva Collecroce,A050,Molise,Campobasso,CB,28.5993,549,585,3,420,0,0
070002,Baranello,A616,Molise,Campobasso,CB,24.9546,2430,2496,1,612,0,0
070003,Bojano,A930,Molise,Campobasso,CB,52.6298,7554,7502,1,488,0,0
070004,Bonefro,A971,Molise,Campobasso,CB,31.2796,1170,1214,3,586,0,0
070005,Busso,B295,Molise,Campobasso,CB,23.8102,1157,1170,1,737,0,0
070006,Campobasso,B519,Molise,Campobasso,CB,56.1111,47547,47587,1,708,0,0
070007,Campochiaro,B522,Molise,Campobasso,CB,35.701,571,595,1,702,0,0
070008,Campodipietra,B528,Molise,Campobasso,CB,19.7217,2377,2435,3,512,0,0
070009,Campolieto,B544,Molise,Campobasso,CB,24.4253,821,800,1,736,0,0
070010,Campomarino,B550,Molise,Campobasso,CB,76.5639,7883,7648,4,61,1,0
070011,Casacalenda,B858,Molise,Campobasso,CB,67.2764,1831,1880,3,641,0,0
070012,Casalciprano,B871,Molise,Campobasso,CB,19.0649,439,470,1,645,0,0
070013,Castelbottaccio,C066,Molise,Campobasso,CB,11.2235,228,251,3,620,0,0
070014,Castellino del Biferno,C175,Molise,Campobasso,CB,15.5442,423,444,3,464,0,0
070015,Castelmauro,C197,Molise,Campobasso,CB,43.6196,1120,1227,1,694,0,0
070016,Castropignano,C346,Molise,Campobasso,CB,26.9572,853,874,1,628,0,0
070017,Cercemaggiore,C486,Molise,Campobasso,CB,56.9107,3560,3594,1,945,0,0
070018,Cercepiccola,C488,Molise,Campobasso,CB,16.7935,658,610,1,679,0,0
070019,Civitacampomarano,C764,Molise,Campobasso,CB,38.8933,298,314,1,528,0,0
070020,Colle d'Anchise,C854,Molise,Campobasso,CB,15.7347,730,731,1,650,0,0
070021,Colletorto,C875,Molise,Campobasso,CB,35.9051,1629,1692,3,509,0,0
070022,Duronia,C772,Molise,Campobasso,CB,22.4681,390,397,1,864,0,0
070023,Ferrazzano,D550,Molise,Campobasso,CB,16.7727,3435,3197,1,867,0,0
070024,Fossalto,D737,Molise,Campobasso,CB,28.3337,1123,1178,1,505,0,0
070025,Gambatesa,D896,Molise,Campobasso,CB,43.6825,1244,1283,3,466,0,0
070026,Gildone,E030,Molise,Campobasso,CB,29.7548,719,755,3,612,0,0
070027,Guardialfiera,E244,Molise,Campobasso,CB,43.5261,969,956,3,278,0,0
070028,Guardiaregia,E248,Molise,Campobasso,CB,43.7156,680,715,1,713,0,0
070029,Guglionesi,E259,Molise,Campobasso,CB,100.9461,4891,4926,4,376,0,0
070030,Jelsi,E381,Molise,Campobasso,CB,28.7729,1556,1638,3,594,0,0
070031,Larino,E456,Molise,Campobasso,CB,88.7653,6281,6409,3,350,0,0
070032,Limosano,E599,Molise,Campobasso,CB,28.2662,670,699,1,621,0,0
070033,Lucito,E722,Molise,Campobasso,CB,31.5628,636,630,3,451,0,0
070034,Lupara,E748,Molise,Campobasso,CB,25.8724,394,415,3,505,0,0
070035,Macchia Valfortore,E780,Molise,Campobasso,CB,26.7322,456,490,3,473,0,0
